section,group,metric,value
accidents_per_year,2016,n_accidents,142590.0
accidents_per_year,2016,share_severe,0.1985903639806438
accidents_per_year,2017,n_accidents,185119.0
accidents_per_year,2017,share_severe,0.20002809003938007
accidents_per_year,2018,n_accidents,201598.0
accidents_per_year,2018,share_severe,0.19667357811089395
accidents_per_year,2019,n_accidents,254267.0
accidents_per_year,2019,share_severe,0.19613241199211853
accidents_per_year,2020,n_accidents,225412.0
accidents_per_year,2020,share_severe,0.20121377743864569
accidents_per_year,2021,n_accidents,226078.0
accidents_per_year,2021,share_severe,0.1958306425216076
accidents_per_year,2022,n_accidents,242820.0
accidents_per_year,2022,share_severe,0.18279383905773824
accidents_per_year,2023,n_accidents,254616.0
accidents_per_year,2023,share_severe,0.1700953592861407
accidents_per_year,2024,n_accidents,254004.0
accidents_per_year,2024,share_severe,0.16318640651328326
severity_distribution,fatal,share,0.009692907741439232
severity_distribution,serious_injury,share,0.17839581495934567
severity_distribution,light_injury,share,0.8119112772992151
weather_per_year,2016,share_rainy_hours,0.10590142087918025
weather_per_year,2016,mean_temp,9.966799625762166
weather_per_year,2017,share_rainy_hours,0.11845791612430996
weather_per_year,2017,mean_temp,9.965466993658307
weather_per_year,2018,share_rainy_hours,0.08375555859862054
weather_per_year,2018,mean_temp,10.755919133659862
weather_per_year,2019,share_rainy_hours,0.10804656244002539
weather_per_year,2019,mean_temp,10.748510586435929
weather_per_year,2020,share_rainy_hours,0.09683111590200971
weather_per_year,2020,mean_temp,10.860992197520705
weather_per_year,2021,share_rainy_hours,0.10899832100223251
weather_per_year,2021,mean_temp,9.496633967025517
weather_per_year,2022,share_rainy_hours,0.09325476475462664
weather_per_year,2022,mean_temp,10.698583638712512
weather_per_year,2023,share_rainy_hours,0.13295010181464328
weather_per_year,2023,mean_temp,11.025433505377313
weather_per_year,2024,share_rainy_hours,0.11603171533552505
weather_per_year,2024,mean_temp,11.205073542885069
overview,all,n_accidents,1986504.0
overview,all,n_stations,32.0
overview,all,median_station_distance_km,43.0
